times,egoAcc,actVel,actAcc,disInit,DTC,PET,isCollision
1,2.9,43,0.5,90,29.7386112274139,3120,Success
1,2.9,43,0.5,90,29.3264840982069,3080,Success
1,2.9,43,1.5,90,30.608966669511,3200,Success
1,2.9,43,1.5,90,30.1966232537958,3160,Success
1,2.9,43,1.5,90,29.7843803311677,3120,Success
1,2.9,43,2.5,90,30.7005531906042,3200,Success
1,2.9,43,2.5,90,30.2881879198716,3160,Success
1,2.9,43,2.5,90,29.8759223808574,3120,Success
1,2.9,43,0.5,92,32.1309005237126,3340,Success
1,2.9,43,0.5,92,31.718214406037,3300,Success
1,2.9,43,0.5,92,31.305617066862,3260,Success
1,2.9,43,1.5,92,32.589511945973,3380,Success
1,2.9,43,1.5,92,32.1767305411582,3340,Success
1,2.9,43,1.5,92,31.7640347442397,3300,Success
1,2.9,43,2.5,92,32.6811937810103,3380,Success
1,2.9,43,2.5,92,32.268393738485,3340,Success
1,2.9,43,2.5,92,31.8556786881933,3300,Success
1,2.9,43,0.5,94,34.1129429530126,3520,Success
1,2.9,43,0.5,94,33.6998684595465,3480,Success
1,2.9,43,0.5,94,33.2868700655197,3440,Success
1,2.9,43,1.5,94,34.5719716468064,3560,Success
1,2.9,43,1.5,94,34.1588153367246,3520,Success
1,2.9,43,1.5,94,33.7457325389053,3480,Success
1,2.9,43,2.5,94,34.6637351498679,3560,Success
1,2.9,43,2.5,94,34.2505628199484,3520,Success
1,2.9,43,2.5,94,33.837463499212,3480,Success
1,2.9,43,0.5,96,36.0966889292409,3700,Success
1,2.9,43,0.5,96,35.6832800441408,3660,Success
1,2.9,43,0.5,96,35.2699368749857,3620,Success
1,2.9,43,1.5,96,36.55607746796,3740,Success
1,2.9,43,1.5,96,36.142597821343,3700,Success
1,2.9,43,1.5,96,35.7291817591286,3660,Success
1,2.9,43,2.5,96,36.6479114698646,3740,Success
1,2.9,43,2.5,96,36.2344179547238,3700,Success
1,2.9,43,2.5,96,35.8209876089753,3660,Success
1,2.9,43,0.5,98,38.0819078394193,3880,Success
1,2.9,43,0.5,98,37.6682090192047,3840,Success
1,2.9,43,0.5,98,37.2545673317969,3800,Success
1,2.9,43,1.5,98,38.541608836459,3920,Success
1,2.9,43,1.5,98,38.1278484107136,3880,Success
1,2.9,43,1.5,98,37.714143346137,3840,Success
1,2.9,43,2.5,98,38.6335041091425,3920,Success
1,2.9,43,2.5,98,38.2197315987808,3880,Success
1,2.9,43,2.5,98,37.8060141042484,3840,Success
1,2.9,43,0.5,100,40.0684087678881,4060,Success
1,2.9,43,0.5,100,39.6544569478216,4020,Success
1,2.9,43,0.5,100,39.2405551050441,3980,Success
1,2.9,43,1.5,100,40.528382781261,4100,Success
1,2.9,43,1.5,100,40.1143770022635,4060,Success
1,2.9,43,1.5,100,39.7004197161772,4020,Success
1,2.9,43,2.5,100,40.6203316349534,4100,Success
1,2.9,43,2.5,100,40.2063152628179,4060,Success
1,2.9,43,2.5,100,39.7923470939392,4020,Success
1,2.9,43,0.5,102,42.0560323318511,4240,Success
1,2.9,43,0.5,102,41.6418584473049,4200,Success
1,2.9,43,0.5,102,41.2277285280592,4160,Success
1,2.9,43,1.5,102,42.5162462710148,4280,Success
1,2.9,43,1.5,102,42.1020248625707,4240,Success
1,2.9,43,1.5,102,41.6878461665253,4200,Success
1,2.9,43,2.5,102,42.6082422474424,4280,Success
1,2.9,43,2.5,102,42.194011502299,4240,Success
1,2.9,43,2.5,102,41.7798232248288,4200,Success
1,2.9,43,0.5,104,44.0446444468021,4420,Success
1,2.9,43,0.5,104,43.6302746007166,4380,Success
1,2.9,43,0.5,104,43.215943632436,4340,Success
1,2.9,43,1.5,104,44.5050703470521,4460,Success
1,2.9,43,1.5,104,44.0906584307067,4420,Success
1,2.9,43,1.5,104,43.6762843274348,4380,Success
1,2.9,43,2.5,104,44.5971079830517,4460,Success
1,2.9,43,2.5,104,44.1826877958277,4420,Success
1,2.9,43,2.5,104,43.7683052135176,4380,Success
1,2.9,44,0.5,82,21.4582490276473,2360,Success
1,2.9,44,0.5,82,20.9130967672635,2300,Success
1,2.9,44,0.5,82,20.3683807655414,2260,Success
1,2.9,44,1.5,82,22.2666290215501,2440,Success
1,2.9,44,1.5,82,21.7208769051254,2380,Success
1,2.9,44,1.5,82,21.1755238451897,2340,Success
1,2.9,44,2.5,82,22.428332171273,2440,Success
1,2.9,44,2.5,82,21.8824663198254,2400,Success
1,2.9,44,2.5,82,21.336992595626,2340,Success
1,2.9,44,0.5,84,23.4240328772774,2540,Success
1,2.9,44,0.5,84,22.8775085000877,2480,Success
1,2.9,44,0.5,84,22.3313369293852,2440,Success
1,2.9,44,1.5,84,24.2343053386499,2620,Success
1,2.9,44,1.5,84,23.6872934923428,2560,Success
1,2.9,44,1.5,84,23.1406062453191,2520,Success
1,2.9,44,2.5,84,24.3963680847808,2620,Success
1,2.9,44,2.5,84,23.849263496145,2580,Success
1,2.9,44,2.5,84,23.3024782291005,2520,Success
1,2.9,44,0.5,86,25.3941558774565,2720,Success
1,2.9,44,0.5,86,24.846512263602,2660,Success
1,2.9,44,0.5,86,24.2991578721763,2620,Success
1,2.9,44,1.5,86,26.2059789749683,2800,Success
1,2.9,44,1.5,86,25.6579340317781,2740,Success
1,2.9,44,1.5,86,25.1101565525907,2700,Success
1,2.9,44,2.5,86,26.3683372980862,2800,Success
1,2.9,44,2.5,86,25.8202157703541,2760,Success
1,2.9,44,2.5,86,25.2723576191832,2700,Success
1,2.9,44,0.5,88,27.367846679482,2900,Success
1,2.9,44,0.5,88,26.8192785339059,2840,Success
1,2.9,44,0.5,88,26.2709503499382,2800,Success
1,2.9,44,1.5,88,28.1809557636714,2980,Success
1,2.9,44,1.5,88,27.6320533767067,2920,Success
1,2.9,44,1.5,88,27.0833739089661,2880,Success
1,2.9,44,2.5,88,28.343559905088,2980,Success
1,2.9,44,2.5,88,27.7945935647453,2940,Success
1,2.9,44,2.5,88,27.2458469306831,2880,Success
1,2.9,44,0.5,90,29.3445055578817,3080,Success
1,2.9,44,0.5,90,28.7951651386209,3020,Success
1,2.9,44,0.5,90,28.2460259469901,2980,Success
1,2.9,44,1.5,90,30.1586926550819,3160,Success
1,2.9,44,1.5,90,29.6090709945144,3100,Success
1,2.9,44,1.5,90,29.059637029748,3060,Success
1,2.9,44,2.5,90,30.3215033757322,3160,Success
1,2.9,44,2.5,90,29.7718277738263,3120,Success
1,2.9,44,2.5,90,29.2223373084558,3060,Success
1,2.9,44,0.5,92,31.3236594271602,3260,Success
1,2.9,44,0.5,92,30.7736674582954,3200,Success
1,2.9,44,0.5,92,30.2238458542174,3160,Success
1,2.9,44,1.5,92,32.1387589097819,3340,Success
1,2.9,44,1.5,92,31.5885281080554,3280,Success
1,2.9,44,1.5,92,31.0384567943835,3240,Success
1,2.9,44,2.5,92,32.3017448625538,3340,Success
1,2.9,44,2.5,92,31.751468154702,3300,Success
1,2.9,44,2.5,92,31.2013488718812,3240,Success
1,2.9,44,0.5,94,33.3049302378736,3440,Success
1,2.9,44,0.5,94,32.7543836355127,3380,Success
1,2.9,44,0.5,94,32.2039825122786,3340,Success
1,2.9,44,1.5,94,34.1208086142367,3520,Success
1,2.9,44,1.5,94,33.5700575045789,3460,Success
1,2.9,44,1.5,94,33.0194430344059,3420,Success
1,2.9,44,2.5,94,34.2839444631023,3520,Success
1,2.9,44,2.5,94,33.7331539686268,3480,Success
1,2.9,44,2.5,94,33.1824984326365,3420,Success
1,2.9,44,0.5,96,35.2880123484474,3620,Success
1,2.9,44,0.5,96,34.736989790587,3560,Success
1,2.9,44,0.5,96,34.1860924289603,3520,Success
1,2.9,44,1.5,96,36.1045608592667,3700,Success
1,2.9,44,1.5,96,35.5533618675221,3640,Success
1,2.9,44,1.5,96,35.0022808157179,3600,Success
1,2.9,44,2.5,96,36.2678259097805,3700,Success
1,2.9,44,2.5,96,35.7165928797771,3660,Success
1,2.9,44,2.5,96,35.1654764065578,3600,Success
1,2.9,44,0.5,98,37.2726560445219,3800,Success
1,2.9,44,0.5,98,36.7212220529097,3740,Success
1,2.9,44,0.5,98,36.1698965641586,3700,Success
1,2.9,44,1.5,98,38.0897852086878,3880,Success
1,2.9,44,1.5,98,37.5381979609413,3820,Success
1,2.9,44,1.5,98,36.9867132050435,3780,Success
1,2.9,44,2.5,98,38.2531623952689,3880,Success
1,2.9,44,2.5,98,37.701545533284,3840,Success
1,2.9,44,2.5,98,37.150030014896,3780,Success
1,2.9,44,0.5,100,39.2586553485115,3980,Success
1,2.9,44,0.5,100,38.7068633249076,3920,Success
1,2.9,44,0.5,100,38.1551659425384,3880,Success
1,2.9,44,1.5,100,40.0762908865676,4060,Success
1,2.9,44,1.5,100,39.5243649080783,4000,Success
1,2.9,44,1.5,100,38.9725285498117,3960,Success
1,2.9,44,2.5,100,40.2397660129925,4060,Success
1,2.9,44,2.5,100,39.687814111865,4020,Success
1,2.9,44,2.5,100,39.1359508699351,3960,Success
1,2.9,44,0.5,102,41.2458388747256,4160,Success
1,2.9,44,0.5,102,40.6937333902562,4100,Success
1,2.9,44,0.5,102,40.1417109429597,4060,Success
1,2.9,44,1.5,102,42.0639186216926,4240,Success
1,2.9,44,1.5,102,41.5116953825919,4180,Success
1,2.9,44,1.5,102,40.9595509545075,4140,Success
1,2.9,44,2.5,102,42.2274797841166,4240,Success
1,2.9,44,2.5,102,41.6752337266601,4200,Success
1,2.9,44,2.5,102,41.1230656698685,4140,Success
1,2.9,44,0.5,104,43.2340628804164,4340,Success
1,2.9,44,0.5,104,42.6816814233129,4280,Success
1,2.9,44,0.5,104,42.1293732165688,4240,Success
1,2.9,44,1.5,104,44.0525344195161,4420,Success
1,2.9,44,1.5,104,43.5000489040547,4360,Success
1,2.9,44,1.5,104,42.9476330567859,4320,Success
1,2.9,44,2.5,104,44.2161715629567,4420,Success
1,2.9,44,2.5,104,43.6636658581201,4380,Success
1,2.9,44,2.5,104,43.1112291334636,4320,Success
1,2.9,45,0.5,82,20.5072404137529,2280,Success
1,2.9,45,0.5,82,19.8268488148706,2200,Success
1,2.9,45,0.5,82,19.1474030798954,2140,Success
1,2.9,45,1.5,82,21.7690183637909,2380,Success
1,2.9,45,1.5,82,21.0873466702965,2320,Success
1,2.9,45,1.5,82,20.4063436514761,2260,Success
1,2.9,45,2.5,82,22.0216257789918,2420,Success
1,2.9,45,2.5,82,21.3397189498271,2340,Success
1,2.9,45,2.5,82,20.6584623608282,2280,Success
1,2.9,45,0.5,84,22.4705760408904,2460,Success
1,2.9,45,0.5,84,21.7882670836095,2380,Success
1,2.9,45,0.5,84,21.106751669592,2320,Success
1,2.9,45,1.5,84,23.7355490224407,2560,Success
1,2.9,45,1.5,84,23.0522058626285,2500,Success
1,2.9,45,1.5,84,22.3694041428714,2440,Success
1,2.9,45,2.5,84,23.9887455317653,2600,Success
1,2.9,45,2.5,84,23.3052113314303,2520,Success
1,2.9,45,2.5,84,22.6222046068719,2460,Success
1,2.9,45,0.5,86,24.4387049038613,2640,Success
1,2.9,45,0.5,86,23.7548431888763,2560,Success
1,2.9,45,0.5,86,23.0716601670595,2500,Success
1,2.9,45,1.5,86,25.7062829614364,2740,Success
1,2.9,45,1.5,86,25.0215741624771,2680,Success
1,2.9,45,1.5,86,24.337309712995,2620,Success
1,2.9,45,2.5,86,25.9599622828263,2780,Success
1,2.9,45,2.5,86,25.2750962318033,2700,Success
1,2.9,45,2.5,86,24.5906637674155,2640,Success
1,2.9,45,0.5,88,26.4107505679961,2820,Success
1,2.9,45,0.5,88,25.7256143469579,2740,Success
1,2.9,45,0.5,88,25.0410686617001,2680,Success
1,2.9,45,1.5,88,27.6804797155712,2920,Success
1,2.9,45,1.5,88,26.9946412202572,2860,Success
1,2.9,45,1.5,88,26.3091717531664,2800,Success
1,2.9,45,2.5,88,27.9345595373095,2960,Success
1,2.9,45,2.5,88,27.2485900992722,2880,Success
1,2.9,45,2.5,88,26.5629812656263,2820,Success
1,2.9,45,0.5,90,28.3860367921599,3000,Success
1,2.9,45,0.5,90,27.6998419541838,2920,Success
1,2.9,45,0.5,90,27.0141689047503,2860,Success
1,2.9,45,1.5,90,29.6575621864894,3100,Success
1,2.9,45,1.5,90,28.9707788292055,3040,Success
1,2.9,45,1.5,90,28.284305203218,2980,Success
1,2.9,45,2.5,90,29.911977805546,3140,Success
1,2.9,45,2.5,90,29.2250842858733,3060,Success
1,2.9,45,2.5,90,28.5384938133073,3000,Success
1,2.9,45,0.5,92,30.3640337523126,3180,Success
1,2.9,45,0.5,92,29.6769502782129,3100,Success
1,2.9,45,0.5,92,28.9903342210383,3040,Success
1,2.9,45,1.5,92,31.6370741606797,3280,Success
1,2.9,45,1.5,92,30.9494927285695,3220,Success
1,2.9,45,1.5,92,30.2621737293485,3160,Success
1,2.9,45,2.5,92,31.8917740351595,3320,Success
1,2.9,45,2.5,92,31.2040990651106,3240,Success
1,2.9,45,2.5,92,30.5166811584733,3180,Success
1,2.9,45,0.5,94,32.344320632758,3360,Success
1,2.9,45,0.5,94,31.6564841255363,3280,Success
1,2.9,45,0.5,94,30.9690714868039,3220,Success
1,2.9,45,1.5,94,33.6186503693136,3460,Success
1,2.9,45,1.5,94,32.9303888705758,3400,Success
1,2.9,45,1.5,94,32.2423516292764,3340,Success
1,2.9,45,2.5,94,33.8735929482304,3500,Success
1,2.9,45,2.5,94,33.1852513651661,3420,Success
1,2.9,45,2.5,94,32.4971296780578,3360,Success
1,2.9,45,0.5,96,34.3265590797447,3540,Success
1,2.9,45,0.5,96,33.6380790009583,3460,Success
1,2.9,45,0.5,96,32.9499875121311,3400,Success
1,2.9,45,1.5,96,35.6019949907983,3640,Success
1,2.9,45,1.5,96,34.9131493504348,3580,Success
1,2.9,45,1.5,96,34.2244968252935,3520,Success
1,2.9,45,2.5,96,35.8571464144837,3680,Success
1,2.9,45,2.5,96,35.1682316912225,3600,Success
1,2.9,45,2.5,96,34.4795065046806,3540,Success
1,2.9,45,0.5,98,36.3104740223445,3720,Success
1,2.9,45,0.5,98,35.6214396779837,3640,Success
1,2.9,45,0.5,98,34.9327650490006,3580,Success
1,2.9,45,1.5,98,37.5868659536889,3820,Success
1,2.9,45,1.5,98,36.8975149297904,3760,Success
1,2.9,45,1.5,98,36.2083313695585,3700,Success
1,2.9,45,2.5,98,37.842198359123,3860,Success
1,2.9,45,2.5,98,37.1527873339499,3780,Success
1,2.9,45,2.5,98,36.4635408093873,3720,Success
1,2.9,45,0.5,100,38.2958395893868,3900,Success
1,2.9,45,0.5,100,37.6063245488126,3820,Success
1,2.9,45,0.5,100,36.9171453685593,3760,Success
1,2.9,45,1.5,100,39.5730632989163,4000,Success
1,2.9,45,1.5,100,38.8832721459234,3940,Success
1,2.9,45,1.5,100,38.1936271407011,3880,Success
1,2.9,45,2.5,100,39.8285535527536,4040,Success
1,2.9,45,2.5,100,39.1387099602113,3960,Success
1,2.9,45,2.5,100,38.4490100414068,3900,Success
1,2.9,45,0.5,102,40.2824686149295,4080,Success
1,2.9,45,0.5,102,39.5925340198234,4000,Success
1,2.9,45,0.5,102,38.9029154081137,3940,Success
1,2.9,45,1.5,102,41.5604204310484,4180,Success
1,2.9,45,1.5,102,40.8702436662266,4120,Success
1,2.9,45,1.5,102,40.180195192827,4060,Success
1,2.9,45,2.5,102,41.8160491698778,4220,Success
1,2.9,45,2.5,102,41.1258263115786,4140,Success
1,2.9,45,2.5,102,40.4357296631073,4080,Success
1,2.9,45,0.5,104,42.270204712145,4260,Success
1,2.9,45,0.5,104,41.5799017867013,4180,Success
1,2.9,45,0.5,104,40.8898981525825,4120,Success
1,2.9,45,1.5,104,43.5487974574941,4360,Success
1,2.9,45,1.5,104,42.8582809759753,4300,Success
1,2.9,45,1.5,104,42.1678777165559,4240,Success
1,2.9,45,2.5,104,43.8045483520364,4400,Success
1,2.9,45,2.5,104,43.1139911416387,4320,Success
1,2.9,45,2.5,104,42.4235453895564,4260,Success
1,2.9,46,0.5,82,19.4065857194884,2180,Success
1,2.9,46,0.5,82,18.5934500119635,2100,Success
1,2.9,46,0.5,82,17.8611995843896,2020,Success
1,2.9,46,1.5,82,21.2212957504485,2340,Success
1,2.9,46,1.5,82,20.4040131054706,2260,Success
1,2.9,46,1.5,82,19.5877707582095,2180,Success
1,2.9,46,2.5,82,21.5848057551717,2380,Success
1,2.9,46,2.5,82,20.767090770333,2300,Success
1,2.9,46,2.5,82,19.9503741119695,2220,Success
1,2.9,46,0.5,84,21.3667431344563,2360,Success
1,2.9,46,0.5,84,20.5509846501049,2280,Success
1,2.9,46,0.5,84,19.8161427415055,2200,Success
1,2.9,46,1.5,84,23.1864931740876,2520,Success
1,2.9,46,1.5,84,22.3670672049546,2440,Success
1,2.9,46,1.5,84,21.5484792653922,2360,Success
1,2.9,46,2.5,84,23.5508967343615,2560,Success
1,2.9,46,2.5,84,22.7311209254089,2480,Success
1,2.9,46,2.5,84,21.912151545301,2400,Success
1,2.9,46,0.5,86,23.3323022975089,2540,Success
1,2.9,46,0.5,86,22.5144386044184,2460,Success
1,2.9,46,0.5,86,21.7775296416334,2380,Success
1,2.9,46,1.5,86,25.1561373164459,2700,Success
1,2.9,46,1.5,86,24.3349675894894,2620,Success
1,2.9,46,1.5,86,23.5144825134138,2540,Success
1,2.9,46,2.5,86,25.521270834283,2740,Success
1,2.9,46,2.5,86,24.6998141703702,2660,Success
1,2.9,46,2.5,86,23.8790179318749,2580,Success
1,2.9,46,0.5,88,25.3022417347928,2720,Success
1,2.9,46,0.5,88,24.4826635482806,2640,Success
1,2.9,46,0.5,88,23.744080407058,2560,Success
1,2.9,46,1.5,88,27.1294321915917,2880,Success
1,2.9,46,1.5,88,26.3068253667019,2800,Success
1,2.9,46,1.5,88,25.4847848653666,2720,Success
1,2.9,46,2.5,88,27.4951694741365,2920,Success
1,2.9,46,2.5,88,26.6723244758402,2840,Success
1,2.9,46,2.5,88,25.8500269306902,2760,Success
1,2.9,46,0.5,90,27.2757806979877,2900,Success
1,2.9,46,0.5,90,26.4547882602019,2820,Success
1,2.9,46,0.5,90,25.7148308121731,2740,Success
1,2.9,46,1.5,90,29.10576007031,3060,Success
1,2.9,46,1.5,90,28.281955271021,2980,Success
1,2.9,46,1.5,90,27.458624102834,2900,Success
1,2.9,46,2.5,90,29.4720022749302,3100,Success
1,2.9,46,2.5,90,28.6479976666239,3020,Success
1,2.9,46,2.5,90,27.8244517797723,2940,Success
1,2.9,46,0.5,92,29.2523125879732,3080,Success
1,2.9,46,0.5,92,28.4301402783215,3000,Success
1,2.9,46,0.5,92,27.6890412156178,2920,Success
1,2.9,46,1.5,92,31.0846344738224,3240,Success
1,2.9,46,1.5,92,30.2598208170974,3160,Success
1,2.9,46,1.5,92,29.4354071828345,3080,Success
1,2.9,46,2.5,92,31.4513031150268,3280,Success
1,2.9,46,2.5,92,30.6263202329732,3200,Success
1,2.9,46,2.5,92,29.8017254421316,3120,Success
1,2.9,46,0.5,94,31.2313592026089,3260,Success
1,2.9,46,0.5,94,30.4081925700923,3180,Success
1,2.9,46,0.5,94,29.6661351235525,3100,Success
1,2.9,46,1.5,94,33.0656672284518,3420,Success
1,2.9,46,1.5,94,32.2399961889371,3340,Success
1,2.9,46,1.5,94,31.4146659980853,3260,Success
1,2.9,46,2.5,94,33.432699216479,3460,Success
1,2.9,46,2.5,94,32.6068836233644,3380,Success
1,2.9,46,2.5,94,31.7813992209575,3300,Success
1,2.9,46,0.5,96,33.2125386224925,3440,Success
1,2.9,46,0.5,96,32.3885264164967,3360,Success
1,2.9,46,0.5,96,31.6456567738375,3280,Success
