times,InitDistance,EgoInitSpeed,EgoTargetSpeed,EgoAcceleration,ActorInitSpeed,ActorReactionTime,ActorTargetSpeed,ActorAcceleration
1,90,0,10,2.9,44,1,40,0.5
1,90,0,10,2.9,44,1.5,40,0.5
1,90,0,10,2.9,44,2,40,0.5
1,90,0,10,2.9,44,1,40,1.5
1,90,0,10,2.9,44,1.5,40,1.5
1,90,0,10,2.9,44,2,40,1.5
1,90,0,10,2.9,44,1,40,2.5
1,90,0,10,2.9,44,1.5,40,2.5
1,90,0,10,2.9,44,2,40,2.5
1,91,0,10,2.9,44,1,40,0.5
1,91,0,10,2.9,44,1.5,40,0.5
1,91,0,10,2.9,44,2,40,0.5
1,91,0,10,2.9,44,1,40,1.5
1,91,0,10,2.9,44,1.5,40,1.5
1,91,0,10,2.9,44,2,40,1.5
1,91,0,10,2.9,44,1,40,2.5
1,91,0,10,2.9,44,1.5,40,2.5
1,91,0,10,2.9,44,2,40,2.5
1,92,0,10,2.9,44,1,40,0.5
1,92,0,10,2.9,44,1.5,40,0.5
1,92,0,10,2.9,44,2,40,0.5
1,92,0,10,2.9,44,1,40,1.5
1,92,0,10,2.9,44,1.5,40,1.5
1,92,0,10,2.9,44,2,40,1.5
1,92,0,10,2.9,44,1,40,2.5
1,92,0,10,2.9,44,1.5,40,2.5
1,92,0,10,2.9,44,2,40,2.5
1,93,0,10,2.9,44,1,40,0.5
1,93,0,10,2.9,44,1.5,40,0.5
1,93,0,10,2.9,44,2,40,0.5
1,93,0,10,2.9,44,1,40,1.5
1,93,0,10,2.9,44,1.5,40,1.5
1,93,0,10,2.9,44,2,40,1.5
1,93,0,10,2.9,44,1,40,2.5
1,93,0,10,2.9,44,1.5,40,2.5
1,93,0,10,2.9,44,2,40,2.5
1,94,0,10,2.9,44,1,40,0.5
1,94,0,10,2.9,44,1.5,40,0.5
1,94,0,10,2.9,44,2,40,0.5
1,94,0,10,2.9,44,1,40,1.5
1,94,0,10,2.9,44,1.5,40,1.5
1,94,0,10,2.9,44,2,40,1.5
1,94,0,10,2.9,44,1,40,2.5
1,94,0,10,2.9,44,1.5,40,2.5
1,94,0,10,2.9,44,2,40,2.5
1,95,0,10,2.9,44,1,40,0.5
1,95,0,10,2.9,44,1.5,40,0.5
1,95,0,10,2.9,44,2,40,0.5
1,95,0,10,2.9,44,1,40,1.5
1,95,0,10,2.9,44,1.5,40,1.5
1,95,0,10,2.9,44,2,40,1.5
1,95,0,10,2.9,44,1,40,2.5
1,95,0,10,2.9,44,1.5,40,2.5
1,95,0,10,2.9,44,2,40,2.5
1,96,0,10,2.9,44,1,40,0.5
1,96,0,10,2.9,44,1.5,40,0.5
1,96,0,10,2.9,44,2,40,0.5
1,96,0,10,2.9,44,1,40,1.5
1,96,0,10,2.9,44,1.5,40,1.5
1,96,0,10,2.9,44,2,40,1.5
1,96,0,10,2.9,44,1,40,2.5
1,96,0,10,2.9,44,1.5,40,2.5
1,96,0,10,2.9,44,2,40,2.5
1,97,0,10,2.9,44,1,40,0.5
1,97,0,10,2.9,44,1.5,40,0.5
1,97,0,10,2.9,44,2,40,0.5
1,97,0,10,2.9,44,1,40,1.5
1,97,0,10,2.9,44,1.5,40,1.5
1,97,0,10,2.9,44,2,40,1.5
1,97,0,10,2.9,44,1,40,2.5
1,97,0,10,2.9,44,1.5,40,2.5
1,97,0,10,2.9,44,2,40,2.5
1,98,0,10,2.9,44,1,40,0.5
1,98,0,10,2.9,44,1.5,40,0.5
1,98,0,10,2.9,44,2,40,0.5
1,98,0,10,2.9,44,1,40,1.5
1,98,0,10,2.9,44,1.5,40,1.5
1,98,0,10,2.9,44,2,40,1.5
1,98,0,10,2.9,44,1,40,2.5
1,98,0,10,2.9,44,1.5,40,2.5
1,98,0,10,2.9,44,2,40,2.5
1,99,0,10,2.9,44,1,40,0.5
1,99,0,10,2.9,44,1.5,40,0.5
1,99,0,10,2.9,44,2,40,0.5
1,99,0,10,2.9,44,1,40,1.5
1,99,0,10,2.9,44,1.5,40,1.5
1,99,0,10,2.9,44,2,40,1.5
1,99,0,10,2.9,44,1,40,2.5
1,99,0,10,2.9,44,1.5,40,2.5
1,99,0,10,2.9,44,2,40,2.5
1,100,0,10,2.9,44,1,40,0.5
1,100,0,10,2.9,44,1.5,40,0.5
1,100,0,10,2.9,44,2,40,0.5
1,100,0,10,2.9,44,1,40,1.5
1,100,0,10,2.9,44,1.5,40,1.5
1,100,0,10,2.9,44,2,40,1.5
