times,actRea,egoAcc,actVel,actAcc,disInit,DTC,PET,isCollision
1,0,2.9,40,0,91,32.6455245716795,3380,Success
1,0,2.9,40,0,92,33.6365590678905,3460,Success
1,0,2.9,40,0,93,34.6280342353105,3560,Success
1,0,2.9,40,0,94,35.6199184897041,3640,Success
1,0,2.9,40,0,95,36.6121831834408,3740,Success
1,0,2.9,40,0,96,37.6048022731861,3820,Success
1,0,2.9,40,0,97,38.5977520315618,3920,Success
1,0,2.9,40,0,98,39.5910107961556,4000,Success
1,0,2.9,40,0,99,40.5845587503756,4100,Success
1,0,2.9,40,0,100,41.578377731546,4180,Success
1,0,2.9,40,0,101,42.572451062388,4280,Success
1,0,2.9,40,0,102,43.5667634026345,4360,Success
1,0,2.9,40,0,103,44.5613006180363,4460,Success
1,0,2.9,40,0,104,45.556049664434,4540,Success
1,0,2.9,30,0,82,-0.618503010715987,0,Success
1,0,2.9,30,0,82,-0.618503010715987,0,Success
1,0,1.5,30,0,82,-0.618503010715987,0,Success
1,0,1.5,30,0,82,33.1409846370459,4560,Success
1,0,1.5,30,0,82,33.1409846370459,4560,Success
1,0,1.5,30,0,82,33.1409846370459,4560,Success
1,0,1.5,30,0,82,33.1409846370459,4560,Success
1,0,1.5,30,0,82,-1.59895896208147,0,Failed
1,0,1.5,30,0,82,-1.59895896208147,0,Failed
1,0,1.5,30,0,82,33.1409846370459,4560,Success
1,0,1.5,30,0,82,33.1409846370459,4560,Success
1,0,1,30,0,82,29.3457362992483,4100,Success
1,0,1,30,0,82,29.3457362992483,4100,Success
1,0,1,30,0,82,29.3457362992483,4100,Success
1,0,1,30,0,82,29.3457362992483,4100,Success
1,0,1,30,0,82,29.3457362992481,4120,Success
1,0,1,30,0,82,29.345736299248,4100,Success
1,0,1,30,0,82,6.16667627478449,1240,Success
1,0,2.9,30,0,82,13.3397166901615,2150,Success
1,0,100,30,0,82,17.0662683131834,2610,Success
1,0,10,30,0,82,16.0905823998562,2490,Success
1,0,2.9,30,0,82,37.6447943851873,5110,Success
1,0,2.9,30,0,82,37.6447943851873,5110,Success
1,0,2.9,30,0,82,28.0852727903537,3670,Success
1,0,2.9,30,0,82,20.686121371317,2940,Success
1,0,2.9,30,0,82,20.686121371317,2940,Success
1,0,2.9,30,0,82,21.8387840519929,3400,Success
1,0,2.9,30,0,82,21.8387840519929,3400,Success
1,0,2.9,30,0,82,21.8387840519929,3400,Success
1,0,2.9,30,0,82,21.8387840519929,3400,Success
1,1,2.9,41,0.5,82,23.4067137723299,2540,Success
1,1,2.9,41,1.5,82,23.4572943686843,2540,Success
1,1,2.9,41,2.5,82,23.4673539707015,2540,Success
1,1,2.9,41,0.5,83,24.391267648875,2620,Success
1,1,2.9,41,1.5,83,24.4419010347683,2640,Success
1,1,2.9,41,2.5,83,24.4519711033348,2640,Success
1,1,2.9,41,0.5,84,25.3768022445879,2720,Success
1,1,2.9,41,1.5,84,25.4274835119294,2720,Success
1,1,2.9,41,2.5,84,25.4375630748216,2720,Success
1,1,2.9,41,0.5,85,26.3632276306936,2800,Success
1,1,2.9,41,1.5,85,26.4139524576534,2820,Success
1,1,2.9,41,2.5,85,26.4240406586749,2820,Success
1,1,2.9,41,0.5,86,27.3504644796333,2900,Success
1,1,2.9,41,1.5,86,27.4012290461849,2900,Success
1,1,2.9,41,2.5,86,27.4113251284657,2900,Success
1,1,2.9,41,0.5,87,28.3384425568964,2980,Success
1,1,2.9,41,1.5,87,28.3892434744637,3000,Success
1,1,2.9,41,2.5,87,28.399346766546,3000,Success
1,1,2.9,41,0.5,88,29.3270994617146,3080,Success
1,1,2.9,41,1.5,88,29.3779337142652,3080,Success
1,1,2.9,41,2.5,88,29.3880436184515,3080,Success
1,1,2.9,41,0.5,89,30.3163795702624,3160,Success
1,1,2.9,41,1.5,89,30.3672444647447,3180,Success
1,1,2.9,41,2.5,89,30.3773604472925,3180,Success
1,1,2.9,41,0.5,90,31.3062331445652,3260,Success
1,1,2.9,41,1.5,90,31.3571262690129,3260,Success
1,1,2.9,41,2.5,90,31.3672478518451,3260,Success
1,1,2.9,41,0.5,91,32.2966155777251,3340,Success
1,1,2.9,41,1.5,91,32.3475347656877,3360,Success
1,1,2.9,41,2.5,91,32.3576615193538,3360,Success
1,1,2.9,41,0.5,92,33.2874867518564,3440,Success
1,1,2.9,41,1.5,92,33.3384300520725,3440,Success
1,1,2.9,41,2.5,92,33.3485615897468,3440,Success
1,1,2.9,41,0.5,93,34.2788104896584,3520,Success
1,1,2.9,41,1.5,93,34.3297761400975,3540,Success
1,1,2.9,41,2.5,93,34.3399121124407,3540,Success
1,1,2.9,41,0.5,94,35.2705540841402,3620,Success
1,1,2.9,41,1.5,94,35.3215404896977,3620,Success
1,1,2.9,41,2.5,94,35.3316805804416,3620,Success
1,1,2.9,41,0.5,95,36.2626878938588,3700,Success
1,1,2.9,41,1.5,95,36.3136936071215,3720,Success
1,1,2.9,41,2.5,95,36.3238375292607,3720,Success
1,1,2.9,41,0.5,96,37.2551849933049,3800,Success
1,1,2.9,41,1.5,96,37.3062086979061,3800,Success
1,1,2.9,41,2.5,96,37.3163561904025,3800,Success
1,1,2.9,41,0.5,97,38.2480208698973,3880,Success
1,1,2.9,41,1.5,97,38.2990613660651,3900,Success
1,1,2.9,41,2.5,97,38.3092121909864,3900,Success
1,1,2.9,41,0.5,98,39.2411731605189,3980,Success
1,1,2.9,41,1.5,98,39.2922293524904,3980,Success
1,1,2.9,41,2.5,98,39.3023832925169,3980,Success
1,1,2.9,41,0.5,99,40.2346214217246,4060,Success
1,1,2.9,41,1.5,99,40.2856923067492,4080,Success
1,1,2.9,41,2.5,99,40.2958491629965,4080,Success
1,1,2.9,41,0.5,100,41.2283469287177,4160,Success
1,1,2.9,41,1.5,100,41.2794315874236,4160,Success
1,1,2.9,41,2.5,100,41.289591177534,4160,Success
1,1,2.9,41,0.5,101,42.222332498995,4240,Success
1,1,2.9,41,1.5,101,42.2734300869246,4260,Success
1,1,2.9,41,2.5,101,42.2835922433905,4260,Success
1,1,2.9,41,0.5,102,43.2165623372077,4340,Success
1,1,2.9,41,1.5,102,43.2676720773607,4340,Success
1,1,2.9,41,2.5,102,43.2778366460474,4340,Success
1,1,2.9,41,0.5,103,44.2110218983279,4420,Success
1,1,2.9,41,1.5,103,44.2621430745758,4440,Success
1,1,2.9,41,2.5,103,44.2723099134164,4440,Success
1,1,2.9,41,0.5,104,45.2056977666569,4520,Success
1,1,2.9,41,1.5,104,45.2568297179115,4520,Success
1,1,2.9,41,2.5,104,45.2669986957521,4520,Success
1,1,2.9,42,0.5,82,22.9084544042614,2500,Success
1,1,2.9,42,1.5,82,23.1107886891669,2520,Success
1,1,2.9,42,2.5,82,23.1512962192914,2520,Success
1,1,2.9,42,0.5,83,23.8924733721589,2580,Success
1,1,2.9,42,1.5,83,24.0950281860055,2600,Success
1,1,2.9,42,2.5,83,24.1355793157435,2600,Success
1,1,2.9,42,0.5,84,24.8775232163706,2680,Success
1,1,2.9,42,1.5,84,25.0802777875734,2700,Success
1,1,2.9,42,2.5,84,25.1208684256931,2700,Success
1,1,2.9,42,0.5,85,25.8635079680121,2760,Success
1,1,2.9,42,1.5,85,26.0664440371007,2780,Success
1,1,2.9,42,2.5,85,26.1070705853878,2780,Success
1,1,2.9,42,0.5,86,26.850343136376,2860,Success
1,1,2.9,42,1.5,86,27.0534445897707,2880,Success
1,1,2.9,42,2.5,86,27.0941038714023,2880,Success
1,1,2.9,42,0.5,87,27.837954053213,2940,Success
1,1,2.9,42,1.5,87,28.0412066188599,2960,Success
1,1,2.9,42,2.5,87,28.0818958188361,2960,Success
1,1,2.9,42,0.5,88,28.8262744938758,3040,Success
1,1,2.9,42,1.5,88,29.0296654869576,3060,Success
1,1,2.9,42,2.5,88,29.0703821023022,3060,Success
1,1,2.9,42,0.5,89,29.8152455230935,3120,Success
1,1,2.9,42,1.5,89,30.0187636325149,3140,Success
1,1,2.9,42,2.5,89,30.0595054304365,3140,Success
1,1,2.9,42,0.5,90,30.8048145240451,3220,Success
1,1,2.9,42,1.5,90,31.0084496323044,3240,Success
1,1,2.9,42,2.5,90,31.0492146148794,3240,Success
1,1,2.9,42,0.5,91,31.7949343778229,3300,Success
1,1,2.9,42,1.5,91,31.9986774083647,3320,Success
1,1,2.9,42,2.5,91,32.0394637825915,3320,Success
1,1,2.9,42,0.5,92,32.7855627669239,3400,Success
1,1,2.9,42,1.5,92,32.9894055542253,3420,Success
1,1,2.9,42,2.5,92,33.0302117065265,3420,Success
1,1,2.9,42,0.5,93,33.7766615815376,3480,Success
1,1,2.9,42,1.5,93,33.980596760093,3500,Success
1,1,2.9,42,2.5,93,34.0214212345144,3500,Success
1,1,2.9,42,0.5,94,34.768196411431,3580,Success
1,1,2.9,42,1.5,94,34.9722173205155,3600,Success
1,1,2.9,42,2.5,94,35.0130588000165,3600,Success
1,1,2.9,42,0.5,95,35.760136109431,3660,Success
1,1,2.9,42,1.5,95,35.9642367110994,3680,Success
1,1,2.9,42,2.5,95,36.0050940014351,3680,Success
1,1,2.9,42,0.5,96,36.7524524150512,3760,Success
1,1,2.9,42,1.5,96,36.9566272232818,3780,Success
1,1,2.9,42,2.5,96,36.9974992390706,3780,Success
1,1,2.9,42,0.5,97,37.7451196288478,3840,Success
1,1,2.9,42,1.5,97,37.9493636481104,3860,Success
1,1,2.9,42,2.5,97,37.9902494007494,3860,Success
1,1,2.9,42,0.5,98,38.738114329731,3940,Success
1,1,2.9,42,1.5,98,38.9424230015535,3960,Success
1,1,2.9,42,2.5,98,38.9833215887031,3960,Success
1,1,2.9,42,0.5,99,39.7314151287879,4020,Success
1,1,2.9,42,1.5,99,39.9357842851357,4040,Success
1,1,2.9,42,2.5,99,39.976694881542,4040,Success
1,1,2.9,42,0.5,100,40.7250024542461,4120,Success
1,1,2.9,42,1.5,100,40.9294282767262,4140,Success
1,1,2.9,42,2.5,100,40.9703501261868,4140,Success
1,1,2.9,42,0.5,101,41.7188583630947,4200,Success
1,1,2.9,42,1.5,101,41.9233373471546,4220,Success
1,1,2.9,42,2.5,101,41.9642697554654,4220,Success
1,1,2.9,42,0.5,102,42.7129663755942,4300,Success
1,1,2.9,42,1.5,102,42.9174952990188,4320,Success
1,1,2.9,42,2.5,102,42.9584376277659,4320,Success
1,1,2.9,42,0.5,103,43.7073113295054,4380,Success
1,1,2.9,42,1.5,103,43.9118872246238,4400,Success
1,1,2.9,42,2.5,103,43.952838885705,4400,Success
1,1,2.9,42,0.5,104,44.701879251358,4480,Success
1,1,2.9,42,1.5,104,44.9064993804608,4500,Success
1,1,2.9,42,2.5,104,44.9474598312377,4500,Success
1,1,2.9,43,0.5,82,22.2588329808983,2440,Success
1,1,2.9,43,1.5,82,22.7138812615216,2480,Success
1,1,2.9,43,2.5,82,22.8048687531702,2480,Success
1,1,2.9,43,0.5,83,23.2421116204948,2520,Success
1,1,2.9,43,1.5,83,23.6976837493123,2560,Success
1,1,2.9,43,2.5,83,23.7887730186067,2580,Success
1,1,2.9,43,0.5,84,24.2264918073532,2620,Success
1,1,2.9,43,1.5,84,24.6825376294356,2660,Success
1,1,2.9,43,2.5,84,24.7737190153594,2660,Success
1,1,2.9,43,0.5,85,25.2118689154559,2700,Success
1,1,2.9,43,1.5,85,25.668344437181,2740,Success
1,1,2.9,43,2.5,85,25.7596094558009,2760,Success
1,1,2.9,43,0.5,86,26.198151074611,2800,Success
1,1,2.9,43,1.5,86,26.6550175519138,2840,Success
1,1,2.9,43,2.5,86,26.7463587235629,2840,Success
1,1,2.9,43,0.5,87,27.1852572963713,2880,Success
1,1,2.9,43,1.5,87,27.6424804792199,2920,Success
1,1,2.9,43,2.5,87,27.7338911850683,2940,Success
1,1,2.9,43,0.5,88,28.1731159188833,2980,Success
1,1,2.9,43,1.5,88,28.6306654218086,3020,Success
1,1,2.9,43,2.5,88,28.7221397841899,3020,Success
1,1,2.9,43,0.5,89,29.1616633094745,3060,Success
1,1,2.9,43,1.5,89,29.6195120844266,3100,Success
1,1,2.9,43,2.5,89,29.7110448664776,3120,Success
1,1,2.9,43,0.5,90,30.1508427767689,3160,Success
1,1,2.9,43,1.5,90,30.608966669511,3200,Success
1,1,2.9,43,2.5,90,30.7005531906042,3200,Success
1,1,2.9,43,0.5,91,31.1406036540993,3240,Success
1,1,2.9,43,1.5,91,31.5989810291718,3280,Success
1,1,2.9,43,2.5,91,31.6906170933301,3300,Success
1,1,2.9,43,0.5,92,32.1309005237126,3340,Success
1,1,2.9,43,1.5,92,32.589511945973,3380,Success
1,1,2.9,43,2.5,92,32.6811937810103,3380,Success
1,1,2.9,43,0.5,93,33.1216925572884,3420,Success
1,1,2.9,43,1.5,93,33.5805205203593,3460,Success
1,1,2.9,43,2.5,93,33.6722447259271,3480,Success
1,1,2.9,43,0.5,94,34.1129429530126,3520,Success
1,1,2.9,43,1.5,94,34.5719716468064,3560,Success
1,1,2.9,43,2.5,94,34.6637351498679,3560,Success
1,1,2.9,43,0.5,95,35.1046184531781,3600,Success
1,1,2.9,43,1.5,95,35.5638335641186,3640,Success
1,1,2.9,43,2.5,95,35.6556335806454,3660,Success
1,1,2.9,43,0.5,96,36.0966889292409,3700,Success
1,1,2.9,43,1.5,96,36.55607746796,3740,Success
1,1,2.9,43,2.5,96,36.6479114698646,3740,Success
1,1,2.9,43,0.5,97,37.0891270236193,3780,Success
1,1,2.9,43,1.5,97,37.5486771758367,3820,Success
1,1,2.9,43,2.5,97,37.640542862327,3840,Success
1,1,2.9,43,0.5,98,38.0819078394193,3880,Success
1,1,2.9,43,1.5,98,38.541608836459,3920,Success
1,1,2.9,43,2.5,98,38.6335041091425,3920,Success
1,1,2.9,43,0.5,99,39.0750086707951,3960,Success
1,1,2.9,43,1.5,99,39.5348506767964,4000,Success
1,1,2.9,43,2.5,99,39.6267736179752,4020,Success
1,1,2.9,43,0.5,100,40.0684087678881,4060,Success
1,1,2.9,43,1.5,100,40.528382781261,4100,Success
1,1,2.9,43,2.5,100,40.6203316349534,4100,Success
1,1,2.9,43,0.5,101,41.0620891312967,4140,Success
1,1,2.9,43,1.5,101,41.522186898374,4180,Success
1,1,2.9,43,2.5,101,41.6141600536703,4200,Success
1,1,2.9,43,0.5,102,42.0560323318511,4240,Success
